ID,target
00cb48ae3,1964351.125
00cb6b147,1393052.875
00cc91a22,2801064.5
00cd65e9d,3278082.25
00cd7d6a8,936930.3125
00cdc1483,1677115.125
00ce9bea5,3428360.75
00cea0091,2920704.5
00cea68c6,1664484.375
00d5a5975,1824170.5
00d80a3a4,17199302.0
00d9f3864,1180210.25
00da4bd31,1163093.5
00df4dd77,1657059.25
00e1a55bf,1677115.125
00e332971,1677115.125
00e5b6b1b,3223655.25
00e85d5e3,1456588.625
00e90abfa,2180917.75
00e9708b4,1799029.75
00e9c680f,10561376.0
00eaa4394,1799918.625
00eae8832,3228787.25
00ebefdc0,1744795.5
00ecbcb1b,1055719.25
00ed49382,6650496.5
00ed87564,1677115.125
00ef96cfd,121736.8515625
00efe7ca3,1749113.875
00f36aa18,1677115.125
00f3fb071,1427812.375
00f43f548,1990492.0
00f4d58ec,1677115.125
00f56e106,1520421.75
00f84d8c2,1264385.375
00f92953b,1677115.125
00fa1d469,4375612.5
00ff96f49,3065432.25
0100ce0d8,5317825.0
0102ea9e1,966699.375
0104b3af3,1287063.875
010672441,1677115.125
010771ca5,2165413.5
0108aea9f,1677115.125
010a479e1,706142.0625
010d0a2dd,10999997.0
010e3cea2,1576492.75
010e5417b,1112749.25
01108a561,428350.34375
0110cca98,1022163.375
011449698,1668796.5
0114795f0,2522248.25
011626c20,12645304.0
0117c8f27,1621808.75
0117dcb47,3550697.75
0118c34be,2580048.25
0119efcb9,886539.1875
011a58e13,1685603.875
011b7902b,14661733.0
011ca122e,6333759.0
012053244,1838768.75
0122a258e,824399.5
0122a4305,1657604.625
01230d8ba,1677115.125
012414f4e,1624358.125
012452125,1562340.0
0124529b5,1299946.125
012556288,3579665.75
01257c24c,1505979.25
01258b972,1677115.125
0125b64db,1679791.5
01295ef92,1603209.125
012a2752f,1677115.125
012b6ba95,3041869.75
012b96b58,938769.1875
012e881b9,1548513.5
012f25e94,1554074.75
012fa70bb,2237897.75
01304fc0a,1337171.25
013230913,1345264.0
01336ceb8,1683767.5
0133b85e7,4140045.25
0136f8766,1603712.25
0137356b9,1445451.875
013750184,505724.84375
013a3f07c,1660031.375
013cc1c13,1651326.5
013e96334,2907074.0
013fae0b1,1565834.875
014076343,1646151.75
0140ea0ba,1663432.25
0143ee127,1078111.375
014461014,3758956.75
01446634f,1863480.0
014729fb2,2677049.5
014749c88,2391943.75
014787fc1,2379700.5
014a6143c,2138645.25
014af25cd,3838253.25
014b5797e,1599771.125
014badcb1,1591274.5
014c523b1,7062955.5
014e55fdb,1677115.125
014ea0456,1629192.25
0151cc525,2631753.25
015409983,1590020.0
015411bfe,1951664.75
01560b792,312275.625
0157b07da,1801740.875
01587bbbc,1870156.25
0158ba234,1566335.125
01590d52a,5939459.5
015a40790,1517232.25
015b07817,2236044.0
015fc3313,5475523.0
01604ee4b,1677115.125
016054375,3010416.0
01642dec0,271190.375
0166ab5ea,1686658.75
016b405be,1987121.625
016bdc940,7617687.5
016c31d1a,696753.4375
016d290da,8314603.5
016decdd2,1566347.125
016ee1214,1855482.25
016efef23,1677115.125
016f60448,1511693.375
017029678,1639968.625
01704d4ca,1278029.875
0172638ce,1422414.0
0173e6be5,1677115.125
0174ed320,1697769.875
017623c5c,1677115.125
017a4044f,1735987.125
017a6c7f9,1617727.5
017ae7ac3,1437260.75
017b80d83,1774091.625
017d9f1a4,2275425.75
017e22e34,4614310.0
017e9a902,1685978.5
0180f14e9,1677115.125
018148c57,989084.3125
018166b42,3449705.25
0181a6d0e,1403748.375
018283661,1923060.5
0183f9b32,1493954.75
0186cbba4,5415366.0
0188bc86f,1675412.625
01890383f,3665907.75
018965366,1546742.375
0189c8ab0,1634260.625
018d514a2,968666.875
018d765bb,1227640.125
018dbbe73,1609826.25
018de39ca,1718901.875
018fd935f,1677115.125
018ffc9fa,1633142.0
019372984,1760713.625
01937e592,1008232.625
019381521,2352240.75
01952e574,1766678.0
019540ad9,3235263.25
01955815c,1677115.125
0196be03d,1664886.0
01978c738,1671022.875
0197f607c,2305778.75
01980e862,1656204.625
019823615,1677115.125
019ab3785,1837769.5
019c0d544,1619226.25
019c5ad1d,1677115.125
019cff829,1677115.125
019ed3e51,1677115.125
019fd88df,1269610.0
01a0a9e06,1601416.625
01a1f927c,1677115.125
01a4d6c6c,1383075.625
01a697820,1664189.125
01a72cedb,1200005.0
01a900d08,1417732.25
01a960c35,1678917.0
01aa854be,1707934.25
01ab08b6a,1581208.625
01ad8126b,1700511.625
01af69076,1408092.625
01aff9a04,1398731.875
01b128a94,1297798.25
01b1e697f,1767296.5
01b3159e1,991009.5
01b342719,3025751.5
01b375dad,1677115.125
01b6d93e9,1212972.0
01b6e8722,2081661.625
01b728f6c,1694754.5
01b784536,1305596.625
01b7d0580,5583811.0
01b7defea,1711075.875
01b80bb3c,2718411.0
01b8c1484,1620953.625
01bbb0d76,1677115.125
01bc848d9,2964436.5
01bd8211e,1576856.625
01bdda11d,949376.0
01be390b4,1829301.0
01be6122c,1510376.25
01c1d1fb0,4197652.5
01c33d5d2,1628316.25
01c34e2ff,1576461.25
01c362322,2227405.0
01c553e1a,1674633.125
01c65531d,865887.6875
01c6933d0,15967245.0
01c74c797,1597478.25
01c7eafe8,741169.875
01c81cd35,8001080.0
01c898445,3764736.25
01c9fd3a7,2401653.75
01ca7113f,1677115.125
01cb0f6ea,3630683.75
01cc582f5,476020.53125
01cca8141,8450446.0
01cef01a2,1099830.375
01d10e85d,1298118.75
01d193713,5197100.5
01d2fecbe,1493439.125
01d38c28f,1677115.125
01d396bc2,1661124.0
01d7bfe15,949890.375
01d8282f2,1782119.25
01d94bd22,1524844.875
01da2afeb,1232978.625
01db02cda,1139017.75
01dd4ee95,1677115.125
01dd8785b,1127403.5
01dff0d9c,1493467.5
01e04a9fb,1677115.125
01e06a9f0,1683830.125
01e1970fb,1983499.625
01e1ee7f9,756396.0
01e37465e,2754077.0
01e38e47e,1792328.75
01e6618b1,1677115.125
01e8de681,5327058.0
01e9513b2,1499016.875
01ea633f5,2104617.25
01eba0824,1717369.875
01eca1d02,1964806.5
01ed1f78a,4761606.0
01ee29ec7,9300634.0
01eed81f9,1804507.625
01ef1d226,781044.6875
01f0030e3,2008613.375
01f15fad3,832642.1875
01f330ffe,2628224.25
01f39eb1e,1004379.4375
01f44549a,1722338.0
01f5a652b,1679748.25
01f889c84,3373085.25
01fa9c31e,1518692.875
01fd4e7e9,2011400.5
01fde1134,1671941.0
01ff14471,2774356.75
01ffa7fbe,1687184.875
02001f60c,4541784.0
0201ea0a0,1197823.375
0201fe232,1608666.0
020699f8e,1484760.75
0206a24ce,4453173.5
0206bfd06,1677115.125
020741219,609389.9375
020816bdb,1640678.875
0209a7570,1241470.5
0209bf7b8,919205.4375
0209d2fd2,1637193.375
020b294bd,1570890.375
020b5b442,1653025.0
020bd2d15,2196876.5
020eaebb2,1742470.875
020ed0585,1061262.125
020f67b89,3464207.75
02118146a,1609126.25
0211c154c,6579764.0
0211f9abc,1252740.5
021257ae5,10793288.0
02135d6ab,2837928.75
02170db23,1294471.875
02180e987,1926529.875
0218218c1,2879308.75
0218cd3d7,5846423.0
0219f8398,2623253.5
021aee575,1659268.5
021bd4dca,1400206.625
021da9216,1747758.25
021ebd418,1709930.75
021fd795a,1525477.5
02223cd36,3143530.5
0223c16c1,1605040.25
022678dd2,1061537.5
022792b0a,2198744.25
022804284,703993.75
0228aa82d,3128773.5
0229e75c4,1603522.625
022a8c2f7,4778437.5
022cb2631,1444447.375
0230d4064,6151425.0
023377ebc,3896715.75
02342e4f7,1607422.25
0235e2eab,2199304.0
023990ec3,1652388.25
023ac9a3c,1478790.25
023b81381,1554233.25
023fa6bf0,1723026.375
024078072,1179320.375
0241d1cc7,1551478.75
0241dbd70,4427005.0
02423aea3,1916955.75
0242e62ca,2033470.875
024306e5d,1769882.125
0244ca2e6,1677115.125
0245590f8,1614377.0
0246d6ee2,3175103.0
024739c7d,1512000.375
024766f47,1412974.25
024813220,2395927.75
024890eac,944926.4375
024c65d46,1410125.75
024c8f9db,3438557.25
024cbb5b4,1674377.5
024d9058c,892142.8125
024fe32af,3336631.25
025045845,12817591.0
0250eb809,1003864.25
025179e5e,1531902.375
02537cf5e,1631404.75
0254223d8,1677115.125
0256c0b0e,6399936.0
025774ca3,6249804.0
025786cb9,1549111.75
0257e2b97,1721100.0
025994da9,1663690.875
025a2f31f,1613593.5
025a544da,1603314.625
025a96ed9,912217.375
025abdc92,5968941.5
025ba7d70,1781312.125
025c222b3,1590233.75
025c7bb5f,1677115.125
025e5d770,2357925.25
02635ccad,1984555.5
02648787c,3631269.0
026756d03,1272967.125
0267a271c,1463433.625
02681ecec,1662287.25
02697d7c3,907772.3125
0269a6f71,1677115.125
0269d314c,1627934.25
0269dba28,3709884.5
026a61d88,1078102.125
026aeaa2c,1580991.5
026b02a83,2831240.75
026baed22,1651891.875
026c4e17b,1601748.125
026c5991c,1338564.5
026cf59d9,3584906.25
026cfc392,427816.34375
0270a390f,596856.5
0270be3af,1701877.625
0270e156b,2823157.5
027124809,2770438.5
0272c405a,4647601.0
027400cb8,1686801.875
0274ce8b8,2100316.5
027769b10,1637597.75
0277d96d0,1284182.625
027a21566,1677115.125
027c75423,3960636.25
027cc80a8,4244505.0
027d5aea6,2499652.75
02865c5ec,11574738.0
0287280ba,1165763.125
02898064e,1887147.875
028988631,1594599.875
028a5c0d4,2310648.0
028da53a4,1650551.75
028ee267a,1523804.0
0292f2fc5,1778158.625
02975edfa,1356843.375
029a9db2e,1610772.25
029b14b56,1664355.75
029bbe7d3,1804991.375
029c1e398,988903.25
029da4b41,1677115.125
02a0c1918,2883177.75
02a2a1bdf,1840049.25
02a2c00e0,1587137.0
02a31514c,2016409.5
02a3dc04d,5662561.0
02a565b91,1677115.125
02ac98fd5,1251002.25
02adff31a,1677115.125
02affe93a,1677115.125
02afff518,1742347.875
02b000198,312715.21875
02b0b4bae,1689862.75
02b0c3fdb,4367787.0
02b220cf1,3667575.75
02b25ade0,1677115.125
02b413bb1,3728057.75
02b4aaba1,5841602.5
02b67ff32,1949780.25
02b71a6b2,3525015.25
02b79188f,1673167.625
02b8961fc,2262347.75
02b96ff6c,1443089.75
02bad4594,3649948.0
02bbd7b9d,4427723.0
02bcf8e90,3262445.0
02bde66d2,3559716.5
02bfe3c59,4142205.5
02c119238,2016986.5
02c16cb74,1553242.0
02c475e65,1572638.125
02c4d224b,1677115.125
02c6d9700,1739676.375
02c74523d,4810590.5
02c7c5e05,1734765.75
02c8a1f80,781113.25
02c8c7175,1692009.125
02c91d25d,1644107.5
02ce4321f,1677115.125
02cfae275,2366899.0
02d07cb78,3195093.0
02d147e50,1707193.25
02d173c38,1620282.875
02d1a1e82,1609226.0
02d2dc64c,1587394.25
02d3dcc5a,4759681.0
02d67ed4c,3291022.25
02d682de1,2658053.75
02d72b46d,894495.875
02da114c7,1127185.25
02da41c7e,1135812.5
02dad771a,1253683.5
02db2bb9a,116283.546875
02dc20d11,1461808.625
02dc3b94d,1677115.125
02dd17f6f,1215983.375
02deaaed6,1612799.625
02dfd3b7c,925164.6875
02e0b923c,1688635.125
02e23559a,1615495.125
02e2acbaa,1677115.125
02e5349d9,1665718.125
02e6bbef5,2029661.875
02e7849bb,1889856.625
02e80faad,1672181.75
02eaec8f8,1857348.25
02edb9180,15304876.0
02ee21874,1656944.0
02ef3cdc7,1639125.875
02f18ce31,1960374.375
02f20fa4a,1677115.125
02f492e98,1610282.25
02f7d06a3,1677115.125
02f8c9d39,4734993.0
02f928f97,3007320.0
02f97eb4f,1703555.125
02f9cc844,1624729.875
02f9f46ac,1402010.5
02fb07a76,1119696.25
02fb4683c,1885766.25
02fd708e8,3663772.25
03026bfdd,1500902.25
0304186ba,1599156.5
03052941a,1577246.125
030553c29,2802526.25
0306f5c13,1728920.75
03078adf4,1673182.0
030a2297c,1637930.5
030b9a986,3880576.25
030bbd54c,2303194.25
030d81f86,1461886.625
03101eca5,1615854.125
0311bb483,2392840.5
03121027c,8528168.0
0312ea7f8,1606473.625
0313323d7,1411615.25
03148fa17,2405144.5
0314aa65d,8628152.0
03156f66a,1653600.5
031775c5a,2021465.625
0317cd26f,2698195.25
0317dc1c8,1303990.125
031959763,1337814.125
031961e5e,1623964.625
031a6f52d,1620540.875
031af41a0,1368690.75
031be3013,1798745.0
031c054a3,1406613.5
031e02d13,677568.625
031fe6025,2219155.0
03226e167,7061635.5
032313121,1586212.375
03252fdf8,1192016.125
0325ef5e3,6278053.5
03278afaa,2007299.75
0329abefe,1758002.25
032b82f0c,1870192.0
032cb3413,1238683.0
032f7abe9,1660481.0
032fd3cf7,1472086.875
033135e05,4386643.0
03316e7c8,921407.5625
0333c53fa,708183.5
033611b09,1677115.125
033656403,1640300.25
0337427ab,1682926.25
0338d1fb6,1479639.5
033948435,8408090.0
033b70fcb,1636245.875
033d3323b,1645946.125
033db5f65,1677115.125
0341af76c,1571302.375
03434b4b4,1569039.75
0344e4977,14096555.0
0346fb76b,2814686.5
034ad33d6,8234445.5
034af5dae,1038132.375
034b70bda,1503066.625
034f2607b,716998.25
034f28339,961502.6875
034fb173b,1649689.375
03504923d,5172027.5
035226e6e,1561899.0
035585d5c,2891364.0
035643e2b,1575203.375
0356dfccd,1854245.75
0356fc880,1610944.25
03578cd16,1618100.875
0358c22f6,1842180.875
035a91cf2,1400221.25
035b789d2,3457814.5
03610ecc7,847655.1875
03656e62f,2370850.25
0365b7b3a,425527.90625
0365f0a9f,1177159.5
0367cb231,486372.5625
03687090c,1677115.125
036b2dd1e,1371429.375
036f3dd40,1735811.75
03700787a,1697214.625
03705c6ef,1677115.125
03722e7be,1677115.125
037248721,1837440.0
037269293,5332446.0
03782136e,3753354.25
03796cf0e,1891582.25
037dc14e7,2924629.0
037ec2166,1664849.5
037f61da3,1677115.125
0380c62db,3183574.5
03857cb43,1678355.125
0387bf802,1991464.125
038838fee,1200668.875
0388b0dc1,1754362.875
038ad1732,1497443.75
038b7c09a,4103156.0
038c061e1,1677115.125
038da9843,1674883.875
038ded2fe,1198408.375
038f623c2,778592.0
039105297,2201927.5
0391c19bf,1595117.0
0393e0694,1677115.125
03949736d,7618748.0
03959e9a9,2767855.75
03968aeb0,1707037.0
039a844b4,1411211.5
039e289ac,2078531.25
03a062fbb,2929508.5
03a4623d5,1677115.125
03a546322,1677115.125
03a5c6003,1677115.125
03a5f4351,1290308.375
03a81c915,4275646.0
03aaf818c,2387069.5
03ab8fc70,4860301.5
03aea7af1,5385114.5
03b10328e,1147204.875
03b27dded,1774927.625
03b46ad5d,3078871.25
03b4b4a3e,1677115.125
03b67d81b,1677115.125
03b6c19da,1629242.0
03b835ca7,1637337.0
03b882553,2773222.0
03b99b5f9,5753928.0
03b9a2af2,3869452.75
03baf448a,3956219.5
03bedbe9d,1123450.5
03bfd20b9,1677115.125
03bfe3bc5,1174745.0
03c18ac69,2566049.0
03c27a2bf,1672676.25
03c760f76,1710650.0
03c8caae7,1451790.25
03c9a65f8,1244320.0
03cdb39c1,5663997.5
03d4bd5b8,2266044.5
03d73e9c5,1288280.875
03d854501,1675203.375
03d893c26,1288205.875
03da7d69e,1497065.375
03db05222,1479837.125
03dc6875e,893247.875
03dfb0bd7,1720136.75
03e09458b,1808432.125
03e10ddf7,1314361.625
03e28b99f,3427507.75
03e58b888,1524487.125
03e592e94,1962800.625
03e755a97,2329274.75
03e78798a,7208100.5
03e823704,1640991.875
03e882a88,1677115.125
03e897c29,2640854.5
03ebad6bc,1983819.375
03ebf5ecf,623451.0625
03ec3ab4e,1659602.375
03ec5eed1,6967407.5
03ed5c911,3013782.75
03ed976ab,1668268.125
03ef34c90,1694029.0
03f203cfa,3142136.75
03f3c8c46,1117527.375
03f492c31,2812295.75
03f5b5e4a,1677115.125
03f6822ee,1623106.875
03f6de512,2919902.5
03f73ef0e,2184594.0
03f74f010,6092679.0
03f82bc6c,2741637.25
03fa0306c,1855770.75
03fc7fa27,1063286.25
03fe6e716,1703124.625
03ffe3f49,1697646.875
04023973e,2416029.75
04042f2d4,6949755.5
04045c3a4,1640248.625
0404fb8e2,1448174.25
0406e6e47,4694517.0
040951939,1140116.5
0409890f8,2048722.0
040ca2949,1660226.125
040f6b98c,3167738.25
040fb51e2,3543604.0
0411c1468,1851023.125
04127fa80,1694295.625
0412f421d,1850387.75
041346d0f,1677115.125
04137899d,4420453.5
0419a598f,1588048.375
041abacf2,1343262.75
041ac253e,1128421.0
041ae628c,1594812.875
041b2eaa1,1595780.5
041d211ec,1677115.125
041d6aa88,2106679.75
041e0fa5a,4191644.0
041fec996,1831441.125
042091615,1823346.125
0423774bc,1459847.0
04245c9ab,1696687.0
0425713aa,1011767.5625
042576594,1896594.875
04258a134,1677115.125
04290d6e3,1220323.625
0429ef94f,2137721.5
042acad39,1431108.625
042b75b8b,2272870.75
042b8215b,5725704.5
04305a384,1677115.125
04314d3a3,1197633.75
04315db05,1248281.5
04345543a,1600714.25
043593500,945932.6875
0436f2c86,1415808.25
04370ab18,1459597.875
0437281f5,5653436.5
0438dc28d,1677115.125
043be1af1,1563545.75
043c23fbe,1015062.25
043dce29d,1677115.125
043e4b825,1562128.375
043f5244b,4680427.0
043fd2e42,1897521.125
0441a98fe,8509612.0
044541178,1449857.375
04457b1e5,1717854.75
04462ec86,1677115.125
044683ae6,1831774.75
0448aa36f,1677115.125
0449d0137,2203192.0
044b95f86,2692658.25
044b97b6c,2252997.0
044c7fd20,2156142.5
044c8dfd9,1089881.875
044d8ee8d,1407993.25
044eb2751,1677115.125
044efc778,1694990.5
045082aa1,2704411.5
04518a146,2230417.0
045239fe8,871615.125
0453a3e09,284550.09375
0454417ec,3017081.25
0454de019,1273888.875
04562691c,2150214.25
0458a04a0,2136659.75
045901f6a,3616643.0
045986d3a,1659111.75
045bce540,1721581.0
045ce5b8c,1808311.5
046021d41,1914423.625
0462e36a5,2008552.0
046526fe2,758129.25
04655596d,2592464.25
04658f5b6,1677115.125
046692f4b,2111448.5
046868511,674531.9375
046892828,1677115.125
046b3d7ef,1957764.25
046c924e3,479380.34375
046e2664e,1957596.25
046e3b5b4,2622315.5
046f20f0d,1654367.125
047157871,1646889.875
04722b965,1677115.125
0478dd0a3,1430475.5
0479371c3,1676061.5
047ac78ea,1453811.75
0481e6914,645690.75
04822e352,1677115.125
0483111ba,1635203.875
0483794aa,4994386.0
048443c83,1403154.125
04847c5ea,1790512.75
048658031,1677115.125
048694692,6700573.5
048712c35,1800559.125
048b1b81c,1697515.75
048def5ee,1711474.125
048e4e5ce,1630207.25
049036175,12069318.0
04905d5d0,2276821.5
0490bce2f,1683427.125
0492364a6,1677115.125
0493c1057,2254566.0
0494cbc16,1347701.25
049670925,1677115.125
04998f537,1677115.125
04999528c,887578.875
049a35c33,833028.1875
049a8e3e5,2281048.5
049ab0d4d,819962.3125
049b66c17,1448824.875
049e17289,818940.9375
049e7e088,2975993.5
04a049e48,1744165.0
04a095504,1621521.0
04a105753,1784641.5
04a231167,3225749.5
04a3c6d21,1147758.625
04a5a539f,1784876.375
04a746dc8,1604253.75
04a992add,1441719.625
04a9e4aeb,1376613.25
04aa2e15a,3222656.25
04aa6b5fc,1580801.5
04ab00450,1677115.125
04ab1de8e,8821878.0
04ad57b6d,1509741.125
04ae21348,1260100.0
04af5fa34,1215272.75
04afeb8ac,7907344.5
04b0e1550,1677115.125
04b1ca833,2610237.0
04b2cb591,1454408.0
04b2d3d86,1455555.5
04b432011,1728333.875
04b44859f,2428217.0
04b56ec7a,1669807.375
04b7f99d1,4881888.5
04b9581f6,1677115.125
04b98c616,655890.1875
04b993254,2334011.25
04ba2dd27,1815804.5
04bfe03f9,1409464.25
04c147ebb,2050981.875
04c1c0844,1600206.0
04c1c5c42,1677115.125
04c26c79a,1552135.875
04c361aa2,5117927.5
04c458cd8,645144.8125
04c59d3cd,1632579.875
04c5e1daf,1677115.125
04c82f4d9,1572335.125
04c84a436,1677115.125
04c9f9d02,1816490.375
04d0d5de5,969514.375
04d1b813d,1034120.5625
04d3f5d25,1578957.375
04d4c2c11,1632637.375
04d57e1a7,1115821.375
04d908feb,4064114.5
04d9847b7,1404182.25
04da1b767,2115407.0
04dd95d2a,1689448.625
04e249294,1785026.125
04e2ae28a,3414529.25
04e475e3c,7131376.5
04e66db1f,1908189.75
04e766b04,1607040.625
04eabddee,1576640.125
04ef0742f,1677115.125
04efed9db,1677115.125
04f1d9979,1535830.0
04f1ed5f5,1500611.75
04f49943c,1677115.125
04f6bf4e2,1696625.5
04f791f33,1286076.125
04f9e7f1b,1973990.625
04fa0aec3,30834960.0
04fe85461,1677115.125
05021bcc1,4483668.5
0502816c0,1459333.375
0502d5339,1677115.125
05069cc42,1677115.125
050998896,2554190.5
050dba84e,1646717.125
050fff58d,2940133.0
0511b61b5,1612676.625
051266495,2376761.0
0513b5ddf,1711926.25
05154ac40,93058.40625
05158dfde,7175057.0
0515c2be6,1677115.125
05164cf7a,2439802.25
0517c41e7,2344279.5
05194f291,8092801.0
051a1ffe4,2909168.0
051c3c11b,929413.875
051f9b02b,11148528.0
052094c9d,1247974.375
0521dc976,1677115.125
052258a9f,1677115.125
052323115,11018980.0
0523f0dbf,231397.203125
0524fbc7e,1110901.0
0526af1c3,1610070.375
052710023,1038729.5625
052738883,2082243.375
05282ee1b,1627125.625
05286eb73,1725703.625
052925bf6,14821324.0
05299dc73,1652055.75
052a944ae,1429578.125
052b5156d,1677115.125
052b86a80,1578332.625
052c8aa33,1727539.625
052df4182,1723333.625
052e2fc8e,1485405.125
052f19a21,1956302.875
052fb2909,2802956.5
052fb4869,2014425.875
0530c91bf,2463397.5
0531dbe6a,936372.0
053250fbe,4709036.5
053271cd8,2711086.75
0533eafc0,1281849.25
0533f3a7d,6239929.5
05342808a,1666242.5
0534ec680,2410881.0
0536817eb,1677115.125
0536be72c,7068562.0
0536e7f41,1618894.25
05392f081,1588948.25
05394a2bc,1661063.875
053afc785,2178140.75
053b1dd72,1703855.75
053c30d6a,1576634.125
054043122,2752743.0
05406121f,1013278.75
054088024,1749075.5
05413378b,1662021.0
0541a25d7,8273520.0
05424c539,2677672.5
05436f038,1176149.625
0546600e1,2004495.25
0546db35f,4869130.0
0546f6d43,2253487.0
054945a1b,1674883.875
054c83cf5,2830347.25
054da8e7e,1926888.125
054e9b337,3733985.75
0550d7531,3625528.25
0554be358,1677115.125
0559d0eae,1454521.75
055af5105,1677115.125
055bdf8de,1677115.125
055c9ccd0,1765864.375
055c9f94f,1677115.125
055d2afee,926521.8125
055e05877,930916.625
0560f9866,1865537.375
05640b828,1723726.5
0565a5a52,1240911.75
05661142d,5183864.0
056786d96,1592993.375
05684bd14,1677115.125
05687737c,1040356.4375
0569ceaa7,1677115.125
056adc514,1665184.5
056e1ee58,793821.9375
056e5f172,1106546.875
0570392ec,1403886.25
05717d284,1623511.0
05753f957,1704857.0
05766f56a,1193752.125
0576d843d,769179.1875
05776088e,1745509.5
057912af6,1630770.125
057a31686,2253841.5
057a88288,1657950.875
057ad0f04,1558751.75
057af8d15,1075916.375
057b52062,1530178.0
057c52f8f,5485045.5
057d6af50,1716474.25
057ebeb02,1184612.625
057f5fbbf,1547595.25
05868475b,3312386.5
05869a8af,7715093.5
0586f822e,1891679.625
05895b866,1526464.25
058a48adc,6088462.5
058b36450,1447234.0
058f017a4,2460648.0
058f5d6d1,1672657.125
059054bcd,1677115.125
059128950,1677115.125
0592abf36,2320404.0
0593e5389,1570739.0
059459746,1694752.875
059545981,1429336.875
05963833a,1677115.125
05964c7cc,1709376.375
0596c55f7,3949588.5
05979de41,1677115.125
059daf049,1677115.125
05a031ee4,1491119.375
05a0680a7,7980063.0
05a0cdc00,1692882.375
05a38f543,1986390.25
05a602ea6,2099653.5
05a70e860,1560658.625
05a73fc33,1415651.625
05a74484d,1677115.125
05a7b4f74,1643718.75
05a7c5ffd,13480923.0
05a7f872a,7337080.0
05a841277,1768847.75
05b334e33,1340469.25
05b4e8cf3,1677115.125
05b5108f9,1118715.25
05b5156eb,1583961.5
05b5ab452,1947782.375
05b6ee8c3,1735169.5
05ba55ca9,1677115.125
05bb5f8e6,1705580.625
05bcaf479,1677115.125
05bce097a,6453804.5
05be21234,1465388.75
